message;severity;node;stamp;location
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.246531808";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.146284221";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.146177450";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014918.045940512";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014918.045833962";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.945591066";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.945451736";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.845197400";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.845064213";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.744919551";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.744798533";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.644603501";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.644483909";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.544244874";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.544144903";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.443994290";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.443867375";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.343667443";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.343577104";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.243463349";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.243358803";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.143201551";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.143072834";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014917.042892015";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014917.042778289";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.942617843";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.942503958";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.842322507";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.842219737";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.742060106";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.741934719";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.641769287";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.641662255";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.541506077";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.541396274";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.441245412";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.441133880";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.340970442";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.340850830";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.240676324";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.240561402";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.140434907";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.140327448";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014916.040195717";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014916.040085699";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.939912374";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.939808589";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.839638622";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.839520086";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.739356650";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.739245029";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.639081466";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.638967485";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.538853613";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.538748217";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.438552384";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.438433351";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.338276410";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.338157890";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.237995498";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.237891856";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.137723608";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.137611627";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014915.037448822";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014915.037324678";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.937166996";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.937047862";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.836859985";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.836752943";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.736597547";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.736484152";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.636315435";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.636189541";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.536034603";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.535914769";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.435721171";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.435586173";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.335416056";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.335296237";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.235133288";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.235005734";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.134816084";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.134702513";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014914.034566646";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014914.034445313";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.934272910";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.934163143";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.834008041";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.833892917";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.733697583";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.733580758";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.633420090";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.633310031";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.533131790";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.533018275";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.432899932";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.432780876";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.332619974";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.332501864";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.232347143";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.232225659";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.132024626";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.131904679";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014913.031725560";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014913.031606441";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.931367083";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.931249652";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.831014460";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.830899160";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.730662774";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.730528997";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.630326291";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.630223010";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.529976562";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.529851475";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.429664241";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.429581341";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.329390702";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.329298875";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.229183447";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.229070825";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.128947961";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.128865886";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014912.028752497";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014912.028679456";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014911.928556642";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014911.928480988";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014911.828355510";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014911.828284835";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014911.728167149";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014911.728086959";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Action callback is still running and missed deadline to stop";"40";"planner_server";"1748014911.627856289";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:error_msg:623"
"[compute_path_to_pose] [ActionServer] Client requested to cancel the goal. Cancelling.";"20";"planner_server";"1748014911.627790478";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014911.627686513";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014911.527496581";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014911.427218267";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014911.327075543";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"Destroying bond (bt_navigator) to lifecycle manager.";"20";"bt_navigator";"1748014911.315806924";"./src/lifecycle_node.cpp:destroyBond:149"
"Destroying bond (controller_server) to lifecycle manager.";"20";"controller_server";"1748014911.315769026";"./src/lifecycle_node.cpp:destroyBond:149"
"Completed Cleaning up";"20";"bt_navigator";"1748014911.315761354";"./src/bt_navigator.cpp:on_cleanup:193"
"Cleaning up";"20";"local_costmap.local_costmap";"1748014911.275968425";"./src/costmap_2d_ros.cpp:on_cleanup:369"
"Cleaning up";"20";"controller_server";"1748014911.275611607";"./src/controller_server.cpp:on_cleanup:332"
"[compute_path_to_pose] [ActionServer] Waiting for async process to finish.";"20";"planner_server";"1748014911.226949546";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:info_msg:603"
"Destroying bond (controller_server) to lifecycle manager.";"20";"controller_server";"1748014911.175327722";"./src/lifecycle_node.cpp:destroyBond:149"
